"","TOWN11CD","TOWN11NM","POPULATION_2011","SIZE_FLAG","RGN11NM","COASTAL","COASTAL DETAILED","TTWA11CD","TTWA11NM","TTWA CLASSIFICATION","JOB DENSITY FLAG","INCOME FLAG","UNIVERSITY FLAG","Level4Qual_residents35-64_2011","KS4_2012-2013_counts","Key Stage 2 attainment_school year 2007 to 2008","Key Stage 4 attainment_school year 2012 to 2013","Level 2 at age 18","Level 3 at age 18","Activity at age 19: full-time higher education","Activity at age 19: sustained further education","Activity at age 19: appprenticeships","Activity at age 19: employment with earnings above £0","Activity at age 19: employment with earnings above £10,000","Activity at age 19: out-of-work","Highest level qualification achieved by age 22: less than level 1","Highest level qualification achieved by age 22: level 1 to level 2","Highest level qualification achieved by age 22: level 3 to level 5","Highest level qualification achieved by age 22: level 6 or above","Highest level qualification achieved b age 22: average score","Education Score"
"597","E35000440","Baildon BUASD",15944,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000018","Bradford","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",165,78.7878787878788,66.6666666666667,83.030303030303,59.3939393939394,"45.454545454545453","15.757575757575756","7.878787878787878","46.666666666666664","20.606060606060606","*","*","23","39.4","36.4",3.76969696969697,2.696693887
"598","E35000441","Shefford BUASD",5954,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000272","Stevenage and Welwyn Garden City","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Medium",69,76.5625,73.9130434782609,86.9565217391304,53.6231884057971,"28.985507246376812","24.637681159420293","15.942028985507244","57.971014492753625","34.782608695652172","*","*","22.9","47.1","*",3.57971014492754,2.106567892
"599","E35000442","Lees BUASD",13062,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000239","Manchester","Majority conurbation","Residential","Mid deprivation towns","No university","Medium",135,80.5755395683453,67.4074074074074,83.7037037037037,56.2962962962963,"40.74074074074074","23.703703703703706","14.814814814814813","45.185185185185183","23.703703703703706","9.6296296296296298","*","16.8","45.3","36.5",3.86666666666667,2.972648349
"600","E35000444","Steyning BUASD",6557,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000292","Worthing","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","High",70,85.2459016393443,82.8571428571429,95.7142857142857,77.1428571428572,"57.142857142857139","14.285714285714285","*","55.714285714285715","20","*","*","*","49.3","43.5",4.28571428571429,8.083936642
"601","E35000450","Nuneaton BUASD",86552,"Large Towns","West Midlands","Non-coastal","Large non-coastal town","E30000195","Coventry","Majority town and city (Large Towns)","Mixed","Higher deprivation towns","No university","Low",1075,73.6694677871149,55.0697674418605,82.0297951582868,39.6648044692737,"29.302325581395351","18.88372093023256","14.13953488372093","51.069767441860471","29.023255813953487","9.6744186046511622","2.1","30.1","44","23.8",3.33860465116279,-2.019440204
"602","E35000453","Wisbech BUASD",31573,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000287","Wisbech","Majority town and city (small)","Working","Higher deprivation towns","No university","Low",324,70.487106017192,48.1481481481481,83.3333333333333,32.4074074074074,"20.061728395061728","18.827160493827162","9.5679012345679002","53.395061728395063","29.320987654320991","10.185185185185185","*","37.799999999999997","42.4","17",3.0216049382716,-4.610811628
"603","E35000455","Chatham BUASD",76792,"Large Towns","South East","Non-coastal","Large non-coastal town","E30000242","Medway","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Low",984,66.2626262626263,57.1138211382114,82.0121951219512,45.9349593495935,"29.979674796747968","17.378048780487802","10.16260162601626","43.902439024390247","21.239837398373986","11.280487804878049","3.9","32.6","39.6","23.9",3.25406504065041,-2.361691643
"604","E35000458","Dukinfield BUASD",20909,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Working","Higher deprivation towns","No university","Low",241,73.7051792828685,60.5809128630705,77.5933609958506,41.49377593361,"24.896265560165975","25.311203319502074","17.012448132780083","50.622406639004147","26.970954356846473","10.78838174273859","*","30","46.7","20.8",3.24066390041494,-1.57866511
"605","E35000462","Falmouth BUASD",22686,"Medium Towns","South West","Coastal","Large seaside town","E30000051","Falmouth","Majority town and city (small)","Working","Higher deprivation towns","University","Medium",204,72.4770642201835,61.2745098039216,82.3529411764706,48.5294117647059,"29.411764705882355","19.607843137254903","11.274509803921569","54.411764705882348","22.549019607843139","4.9019607843137258","*","26.5","47.5","24.5",3.42647058823529,-0.507146946
"606","E35000465","How Wood BUASD",6834,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000237","Luton","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","High",76,85.7142857142857,80.2631578947368,96.0526315789474,63.1578947368421,"59.210526315789465","15.789473684210526","*","42.105263157894733","15.789473684210526","*","*","*","39.200000000000003","47.3",4.30263157894737,6.676941382
"607","E35000467","Farnworth BUASD",26939,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Working","Higher deprivation towns","No university","Low",380,61.1979166666667,50.5263157894737,75.5263157894737,43.421052631579,"30.263157894736842","21.578947368421055","10.526315789473683","38.684210526315788","14.473684210526317","18.157894736842106","3.1","25.9","46.1","24.9",3.36052631578947,-3.537825076
"608","E35000470","Sawbridgeworth BUASD",9800,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",124,81.3953488372093,68.5483870967742,95.1612903225807,65.3225806451613,"44.354838709677416","14.516129032258066","9.67741935483871","42.741935483870968","20.161290322580644","*","*","15.1","42.9","39.700000000000003",3.92741935483871,4.159398797
"609","E35000473","Whitstable BUASD",32100,"Medium Towns","South East","Coastal","Large seaside town","E30000187","Canterbury","Majority town and city (small)","Mixed","Lower deprivation towns","No university","Medium",355,71.0144927536232,59.4366197183099,79.3785310734463,49.1525423728814,"35.2112676056338","12.957746478873238","7.042253521126761","46.197183098591552","20.56338028169014","5.352112676056338","*","27.7","42.6","28",3.47887323943662,-0.659305957
"610","E35000475","Cleckheaton BUASD",11648,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000018","Bradford","Majority conurbation","Working","Higher deprivation towns","No university","Low",118,70.9401709401709,58.4745762711864,90.6779661016949,51.6949152542373,"33.898305084745758","20.33898305084746","15.254237288135593","59.322033898305079","32.20338983050847","*","*","23.3","50.9","25.9",3.58474576271186,-0.240877993
"611","E35000476","Halesowen BUASD",58135,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000202","Dudley","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",621,76.3406940063091,68.7600644122383,86.4734299516908,54.1062801932367,"35.426731078904993","23.671497584541061","17.230273752012881","48.792270531400966","19.806763285024154","7.0853462157809979","*","17.8","50.7","30.7",3.73913043478261,2.057541141
"612","E35000477","Nailsea BUASD",16060,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000180","Bristol","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",182,78.2122905027933,53.2967032967033,86.8131868131868,56.5934065934066,"35.714285714285715","25.274725274725274","15.934065934065933","54.395604395604394","28.021978021978022","*","*","23.2","44.8","30.4",3.65384615384615,0.732661067
"613","E35000481","Ashford (Spelthorne) BUASD",28036,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000266","Slough and Heathrow","Majority conurbation","Residential","Lower deprivation towns","No university","Low",264,75.095785440613,61.3636363636364,84.0909090909091,53.4090909090909,"32.196969696969695","19.696969696969695","15.151515151515152","54.166666666666664","31.439393939393938","*","*","17.899999999999999","50.4","28.6",3.60227272727273,0.735865707
"614","E35000483","Sutton Coldfield BUASD",109015,"Large Towns","West Midlands","Non-coastal","Large non-coastal town","E30000169","Birmingham","Majority conurbation","Mixed","Lower deprivation towns","No university","Medium",1209,84.8236259228876,81.6377171215881,91.5632754342432,65.4259718775848,"50.868486352357323","18.196856906534325","12.48966087675765","48.221670802315963","19.437551695616211","4.7146401985111659","0.9","14.6","42.3","42.2",4.10918114143921,6.372935408
"615","E35000485","Northwood BUASD",5253,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000234","London","Majority conurbation","Working","Lower deprivation towns","No university","High",14,88.2352941176471,85.7142857142857,92.8571428571429,85.7142857142857,"71.428571428571431","*","*","*","*","*","*","*","*","*",5.14285714285714,11.87150502
"616","E35000486","Manchester BUASD",510746,"City","North West","Non-coastal","Cities","E30000239","Manchester","Majority conurbation","Working","Cities","University","Medium",5161,69.3760414738012,55.3187366789382,78.7085514834206,45.0261780104712,"36.523929471032744","18.930439837240844","8.7386165471807793","34.043789963185425","12.594458438287154","12.478201898856812","3.5","25.5","44.4","26.6",3.42394884712265,-1.781852104
"617","E35000487","Narborough/Enderby BUASD",12996,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000230","Leicester","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",158,82.8947368421053,59.4936708860759,82.2784810126582,46.2025316455696,"37.974683544303801","22.151898734177212","13.924050632911392","55.696202531645568","25.316455696202532","*","*","23.4","42.4","31.6",3.63924050632911,0.925170267
"618","E35000490","Great Notley BUASD",7749,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000188","Chelmsford","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Medium",120,76.6917293233083,65.8333333333333,90,59.1666666666667,"41.666666666666671","19.166666666666668","15","49.166666666666664","24.166666666666668","*","*","27.1","33.1","38.1",3.83333333333333,2.52457092
"619","E35000491","North Wingfield BUASD",9205,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000190","Chesterfield","Majority town and city (Large Towns)","Mixed","Higher deprivation towns","No university","Low",102,70.0934579439252,47.0588235294118,74.5098039215686,29.4117647058824,"19.607843137254903","22.549019607843139","14.705882352941178","52.941176470588239","29.411764705882355","11.76470588235294","*","35.9","41.7","*",3.12745098039216,-4.738558725
"620","E35000498","Burnley BUASD",81548,"Large Towns","North West","Non-coastal","Large non-coastal town","E30000182","Burnley","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",1015,63.9740018570102,46.9950738916256,79.2118226600985,35.9605911330049,"25.123152709359609","27.586206896551722","16.354679802955665","39.408866995073893","19.113300492610836","12.807881773399016","3.7","31.8","43.7","20.7",3.19704433497537,-4.684084881
"621","E35000499","Soham BUASD",9165,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000186","Cambridge","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Low",103,65.5172413793103,55.3398058252427,78.6407766990291,37.8640776699029,"29.126213592233007","20.388349514563107","15.53398058252427","50.485436893203882","30.097087378640776","*","*","32.700000000000003","39.4","24",3.16504854368932,-3.595444977
"622","E35000502","Hatfield BUASD",37577,"Medium Towns","East of England","Non-coastal","Large non-coastal town","E30000272","Stevenage and Welwyn Garden City","Majority town and city (Large Towns)","Working","Lower deprivation towns","University","Medium",279,70.5479452054795,56.989247311828,84.9462365591398,44.0860215053763,"32.258064516129032","16.845878136200717","6.8100358422939076","47.311827956989248","24.014336917562723","6.0931899641577063","*","24.6","43.6","28.6",3.50537634408602,-1.33631924
"623","E35000507","Burnham-on-Sea BUASD",23325,"Medium Towns","South West","Coastal","Large seaside town","E30000176","Bridgwater","Majority town and city (small)","Mixed","Higher deprivation towns","No university","Low",216,73.972602739726,60.6481481481482,88.4259259259259,47.6851851851852,"32.407407407407405","20.37037037037037","8.3333333333333321","51.851851851851848","27.314814814814813","6.481481481481481","*","26.3","41.9","30",3.58333333333333,-0.032310942
"624","E35000508","Ingatestone BUASD",5365,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000188","Chelmsford","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",78,74.2857142857143,70.5128205128205,93.5897435897436,64.1025641025641,"44.871794871794876","14.102564102564102","*","39.743589743589745","21.794871794871796","*","*","15","46.3","37.5",3.8974358974359,3.32526577
"625","E35000510","Bingley BUASD",22493,"Medium Towns","Yorkshire and The Humber","Non-coastal","Large non-coastal town","E30000018","Bradford","Majority conurbation","Residential","Mid deprivation towns","No university","Medium",208,80.5309734513274,72.5961538461538,87.5,59.6153846153846,"43.269230769230774","22.596153846153847","12.5","39.42307692307692","16.826923076923077","6.7307692307692308","*","20.100000000000001","40.200000000000003","38.299999999999997",3.92788461538462,3.94853063
"626","E35000513","Blackwater BUASD",7195,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000212","Guildford and Aldershot","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Low",85,86.5853658536585,65.8823529411765,87.0588235294118,48.2352941176471,"23.52941176470588","22.352941176470591","*","57.647058823529406","32.941176470588232","*","*","21.4","65.5","*",3.18823529411765,0.918000858
"627","E35000514","Crosby BUASD",50044,"Medium Towns","North West","Coastal","Large other coastal town","E30000233","Liverpool","Majority conurbation","Residential","Higher deprivation towns","No university","Medium",571,85.1351351351351,66.5499124343257,85.8143607705779,49.5621716287215,"40.280210157618214","22.416812609457093","13.134851138353765","41.330998248686512","13.485113835376533","11.38353765323993","2.5","21.7","40.799999999999997","35",3.77933450087566,2.577659281
"628","E35000516","Sandown BUASD",11868,"Small Towns","South East","Coastal","Smaller seaside town","E30000070","Isle of Wight","Majority town and city (small)","Residential","Higher deprivation towns","No university","Low",157,60.9756097560976,42.6751592356688,70.0636942675159,33.1210191082803,"22.29299363057325","15.923566878980891","7.6433121019108281","47.770700636942678","17.197452229299362","11.464968152866243","*","38.4","41.5","18.899999999999999",3.03821656050955,-6.160463498
"629","E35000523","Hessle BUASD",14515,"Small Towns","Yorkshire and The Humber","Coastal","Smaller other coastal town","E30000220","Hull","Majority town and city (Large Towns)","Working","Mid deprivation towns","No university","Medium",152,76.4331210191083,58.5526315789474,80.9210526315789,42.1052631578947,"32.894736842105267","34.210526315789473","21.052631578947366","57.23684210526315","21.710526315789476","*","*","27.2","46.4","26.5",3.55263157894737,-0.535595687
"630","E35000528","Bishop Auckland BUASD",24908,"Medium Towns","North East","Non-coastal","Large non-coastal town","E30000203","Durham and Bishop Auckland","Majority rural","Working","Higher deprivation towns","No university","Low",305,71.2074303405573,62.9508196721312,84.2622950819672,38.6885245901639,"19.672131147540984","31.475409836065577","20.327868852459016","46.557377049180324","28.524590163934427","18.032786885245901","*","35.200000000000003","46.7","16.399999999999999",3.12459016393443,-2.212082553
"631","E35000529","Immingham BUASD",10750,"Small Towns","Yorkshire and The Humber","Coastal","Smaller other coastal town","E30000211","Grimsby","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",143,60.7142857142857,53.1468531468531,78.169014084507,19.0140845070423,"13.986013986013987","28.671328671328673","19.58041958041958","44.755244755244753","26.573426573426573","14.685314685314685","*","42.3","43","*",2.84615384615385,-6.952849356
"632","E35000538","Bootle BUASD",51394,"Medium Towns","North West","Coastal","Large other coastal town","E30000233","Liverpool","Majority conurbation","Working","Higher deprivation towns","No university","Low",654,72.6256983240224,46.0244648318043,77.947932618683,35.5283307810107,"24.464831804281346","23.700305810397555","11.926605504587156","45.718654434250766","17.12538226299694","17.737003058103976","2.9","33.799999999999997","42.6","20.7",3.18501529051988,-3.835224167
"633","E35000549","Brough BUASD",12472,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000220","Hull","Majority town and city (Large Towns)","Working","Lower deprivation towns","No university","Medium",158,80.8510638297872,74.0506329113924,93.0379746835443,71.5189873417722,"53.797468354430379","24.683544303797468","15.18987341772152","44.303797468354425","16.455696202531644","*","*","10.199999999999999","50.3","38.200000000000003",4.06329113924051,5.573030387
"634","E35000550","Ouston BUASD",5303,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000245","Newcastle","Majority conurbation","Residential","Lower deprivation towns","No university","Low",65,86.1538461538462,73.8461538461539,92.3076923076923,55.3846153846154,"38.461538461538467","23.076923076923077","*","50.769230769230766","32.307692307692307","*","*","21.5","44.6","*",3.63076923076923,3.527385471
"635","E35000551","Polegate BUASD",9034,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000204","Eastbourne","Majority town and city (Large Towns)","Residential","Mid deprivation towns","No university","Low",73,69.3548387096774,64.3835616438356,78.0821917808219,47.945205479452,"27.397260273972602","21.917808219178081","*","47.945205479452049","21.917808219178081","*","*","20","50.7","*",3.49315068493151,-0.433249073
"636","E35000553","Haworth BUASD",6379,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000018","Bradford","Majority conurbation","Residential","Lower deprivation towns","No university","Medium",61,85.5072463768116,68.8524590163934,95.0819672131148,57.3770491803279,"32.786885245901637","24.590163934426229","16.393442622950818","49.180327868852459","27.868852459016392","*","*","21","46.8","*",3.72131147540984,3.387639399
"637","E35000562","Great Wyrley BUASD",18353,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000288","Wolverhampton and Walsall","Majority conurbation","Residential","Mid deprivation towns","No university","Low",219,75.7990867579909,56.62100456621,78.5388127853881,41.5525114155251,"27.397260273972602","25.11415525114155","19.17808219178082","53.881278538812779","28.31050228310502","8.6757990867579906","*","29.7","43.4","25.1",3.38812785388128,-1.30866886
"638","E35000563","Thrapston BUASD",6239,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000224","Kettering and Wellingborough","Majority town and city (small)","Working","Lower deprivation towns","No university","Medium",92,79.7752808988764,72.8260869565217,89.1304347826087,53.2608695652174,"43.478260869565219","*","*","50","25","*","*","20.7","40.200000000000003","38",3.89130434782609,3.211539844
"639","E35000565","Broadstairs BUASD",23632,"Medium Towns","South East","Coastal","Large seaside town","E30000241","Margate and Ramsgate","Majority town and city (small)","Working","Mid deprivation towns","No university","Medium",307,71.4788732394366,63.5179153094463,84.9673202614379,50,"34.201954397394132","18.892508143322477","10.423452768729643","42.996742671009777","17.915309446254071","9.120521172638437","3.6","25.1","42","29.3",3.51465798045603,-0.025326314
"640","E35000567","Banstead BUASD",10653,"Small Towns","South East","Non-coastal","Smaller non-coastal town","E30000234","London","Majority conurbation","Mixed","Lower deprivation towns","No university","Medium",70,81.5789473684211,91.4285714285714,91.4285714285714,75.7142857142857,"50","14.285714285714285","*","41.428571428571431","18.571428571428573","*","*","*","47.1","42.9",4.18571428571429,8.094803358
"641","E35000569","Cheadle BUASD",13467,"Small Towns","North West","Non-coastal","Smaller non-coastal town","E30000239","Manchester","Majority conurbation","Working","Mid deprivation towns","No university","Medium",109,71.0743801652893,61.4678899082569,80.7339449541284,51.3761467889908,"36.697247706422019","25.688073394495415","16.513761467889911","41.284403669724774","16.513761467889911","*","*","10","56.4","27.3",3.4954128440367,-0.206075117
"642","E35000570","Waltham BUASD",6057,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000211","Grimsby","Majority town and city (Large Towns)","Residential","Lower deprivation towns","No university","Medium",73,75.7142857142857,82.1917808219178,90.4109589041096,56.1643835616438,"34.246575342465754","27.397260273972602","15.068493150684931","47.945205479452049","23.287671232876711","*","*","*","58.3","*",3.80821917808219,3.689730382
"643","E35000572","Rawtenstall BUASD",23128,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000170","Blackburn","Majority town and city (Large Towns)","Residential","Higher deprivation towns","No university","Medium",277,70.9342560553633,61.0108303249097,83.0324909747292,51.6245487364621,"37.906137184115522","23.465703971119133","13.357400722021662","42.960288808664259","20.577617328519857","7.9422382671480145","*","22.7","44.8","30.7",3.64620938628159,0.174191612
"644","E35000573","Houghton Regis BUASD",16606,"Small Towns","East of England","Non-coastal","Smaller non-coastal town","E30000237","Luton","Majority town and city (Large Towns)","Working","Higher deprivation towns","No university","Low",218,53.8812785388128,45.4128440366972,66.5137614678899,36.697247706422,"22.935779816513762","22.018348623853214","11.009174311926607","53.669724770642205","30.275229357798167","10.091743119266056","4.5999999999999996","33","46.3","16.100000000000001",3.00917431192661,-6.484121394
"645","E35000574","Rowley Regis BUASD",34260,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000202","Dudley","Majority conurbation","Residential","Higher deprivation towns","No university","Low",457,75.107296137339,56.4551422319475,81.1816192560175,42.6695842450766,"29.540481400437635","20.787746170678336","12.910284463894966","44.420131291028447","22.319474835886215","12.472647702407002","*","29.2","45","24.1",3.38730853391685,-1.308650056
"646","E35000575","Workington BUASD",22098,"Medium Towns","North West","Coastal","Large other coastal town","E30000290","Workington","Majority rural","Mixed","Higher deprivation towns","No university","Low",245,72.6495726495726,51.4285714285714,80,28.1632653061224,"14.285714285714285","42.04081632653061","31.428571428571427","61.224489795918366","33.469387755102041","14.69387755102041","*","36.200000000000003","52.7","*",2.85714285714286,-4.869807195
"647","E35000580","Billingham BUASD",35392,"Medium Towns","North East","Non-coastal","Large non-coastal town","E30000093","Middlesbrough and Stockton","Majority town and city (Large Towns)","Mixed","Higher deprivation towns","No university","Low",420,79.2941176470588,54.5238095238095,76.4285714285714,43.3333333333333,"32.142857142857146","27.142857142857142","18.333333333333332","38.095238095238095","16.666666666666664","15.238095238095239","*","22.6","44.3","31",3.63571428571429,-0.256715434
"648","E35000582","Hebburn BUASD",19148,"Small Towns","North East","Non-coastal","Smaller non-coastal town","E30000245","Newcastle","Majority conurbation","Residential","Higher deprivation towns","No university","Low",231,77.3504273504274,65.3679653679654,87.4458874458875,52.8138528138528,"32.467532467532465","28.138528138528141","19.913419913419915","43.722943722943725","21.645021645021643","16.450216450216452","*","24.7","45.9","28.1",3.60606060606061,1.35443212
"649","E35000583","Midsomer Norton BUASD",12415,"Small Towns","South West","Non-coastal","Smaller non-coastal town","E30000165","Bath","Majority town and city (Large Towns)","Mixed","Lower deprivation towns","No university","Low",167,77.2151898734177,57.4850299401198,79.6407185628742,48.502994011976,"29.940119760479039","19.161676646706589","11.377245508982035","57.485029940119759","33.532934131736525","*","*","26.2","44.6","26.8",3.47904191616766,-0.181175569
"650","E35000588","Aldridge BUASD",39463,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000288","Wolverhampton and Walsall","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",466,77.9193205944798,69.3133047210301,83.9055793991416,48.7124463519313,"37.553648068669524","24.678111587982833","16.738197424892704","46.995708154506438","22.317596566523605","10.085836909871244","2.6","23.6","40.6","33.299999999999997",3.69742489270386,1.698740678
"651","E35000589","Kimberley BUASD",11353,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000249","Nottingham","Majority conurbation","Residential","Mid deprivation towns","No university","Medium",123,75.4098360655738,65.0406504065041,80.4878048780488,49.5934959349593,"36.585365853658537","21.951219512195124","13.821138211382115","47.154471544715449","23.577235772357724","10.569105691056912","*","24.6","50","24.6",3.52032520325203,0.566863572
"652","E35000590","Macclesfield BUASD",56581,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Working","Mid deprivation towns","No university","Medium",623,77.3615635179153,61.637239165329,83.3065810593901,60.3531300160514,"39.325842696629216","19.582664526484749","12.038523274478331","47.993579454253613","21.990369181380416","6.7415730337078648","1.6","20.5","45.7","32.1",3.69823434991974,1.918291585
"653","E35000591","Windsor BUASD",31225,"Medium Towns","South East","Non-coastal","Large non-coastal town","E30000266","Slough and Heathrow","Majority conurbation","Working","Lower deprivation towns","No university","High",276,67.4157303370787,65.9420289855072,89.1304347826087,57.9710144927536,"39.855072463768117","14.492753623188406","8.3333333333333321","42.753623188405797","22.10144927536232","3.9855072463768111","*","21.3","44.4","32.5",3.70289855072464,0.974698793
"654","E35000595","Walkden BUASD",21194,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Mixed","Mid deprivation towns","No university","Medium",211,82.3788546255507,64.9289099526066,83.8862559241706,53.0805687203791,"35.545023696682463","23.696682464454977","16.587677725118482","49.763033175355446","22.274881516587676","7.5829383886255926","*","23.9","45.1","30.5",3.62085308056872,1.96719143
"655","E35000597","Darlaston BUASD",18803,"Small Towns","West Midlands","Non-coastal","Smaller non-coastal town","E30000288","Wolverhampton and Walsall","Majority conurbation","Mixed","Higher deprivation towns","No university","Low",251,66.9354838709677,44.6215139442231,68.5258964143426,30.6772908366534,"29.880478087649404","21.513944223107568","10.756972111553784","31.075697211155379","10.756972111553784","19.123505976095618","5.0999999999999996","35.6","35.6","23.7",3.16733067729084,-5.126676349
"656","E35000601","Whitburn BUASD",5102,"Small Towns","North East","Coastal","Smaller other coastal town","E30000275","Sunderland","Majority conurbation","Residential","Higher deprivation towns","No university","Medium",49,61.2244897959184,57.1428571428571,81.6326530612245,42.8571428571429,"20.408163265306122","38.775510204081634","*","46.938775510204081","*","*","*","25.5","54.9","*",3.30612244897959,-3.08185144
"657","E35000603","Burton Latimer BUASD",7449,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000224","Kettering and Wellingborough","Majority town and city (small)","Mixed","Mid deprivation towns","No university","Low",107,62.3853211009174,55.1401869158878,78.5046728971963,46.7289719626168,"28.037383177570092","18.691588785046729","14.953271028037381","61.682242990654203","33.644859813084111","*","*","27.8","41.7","27.8",3.42990654205607,-2.452282148
"658","E35000605","Hucknall BUASD",32107,"Medium Towns","East Midlands","Non-coastal","Large non-coastal town","E30000249","Nottingham","Majority conurbation","Residential","Higher deprivation towns","No university","Low",375,69.4736842105263,56.8,72.8,34.6666666666667,"26.666666666666668","21.866666666666667","13.600000000000001","54.933333333333337","27.200000000000003","12","2.9","35.299999999999997","39.299999999999997","22.5",3.2,-3.174883143
"659","E35000608","Oldbury (Sandwell) BUASD",23964,"Medium Towns","West Midlands","Non-coastal","Large non-coastal town","E30000202","Dudley","Majority conurbation","Working","Higher deprivation towns","No university","Low",262,67.2932330827068,58.7786259541985,80.1526717557252,43.1297709923664,"32.44274809160305","22.900763358778626","10.687022900763358","38.549618320610683","12.213740458015266","10.305343511450381","*","28.9","41.4","28.5",3.51526717557252,-1.599978013
"660","E35000610","Dodworth BUASD",5900,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000004","Barnsley","Majority conurbation","Working","Higher deprivation towns","No university","Low",71,82.3529411764706,66.1971830985916,83.0985915492958,46.4788732394366,"42.25352112676056","23.943661971830984","18.30985915492958","47.887323943661968","18.30985915492958","*","*","23.2","39.1","36.200000000000003",3.85915492957746,2.161715842
"661","E35000618","Stalybridge BUASD",26482,"Medium Towns","North West","Non-coastal","Large non-coastal town","E30000239","Manchester","Majority conurbation","Residential","Higher deprivation towns","No university","Low",305,78.7301587301587,55.4098360655738,77.7049180327869,45.9016393442623,"31.147540983606557","22.950819672131146","14.754098360655737","42.622950819672127","21.967213114754099","13.114754098360656","*","23.2","47.7","26.1",3.46229508196721,-0.488017488
"662","E35000619","Stapleford BUASD",16190,"Small Towns","East Midlands","Non-coastal","Smaller non-coastal town","E30000249","Nottingham","Majority conurbation","Residential","Mid deprivation towns","No university","Low",178,75.1412429378531,53.3707865168539,85.9550561797753,42.6966292134831,"25.280898876404496","24.157303370786519","17.415730337078653","57.865168539325836","26.40449438202247","7.8651685393258424","*","37.4","39.700000000000003","22.3",3.26404494382022,-1.950557637
"663","E35000621","Moorends BUASD",5455,"Small Towns","Yorkshire and The Humber","Non-coastal","Smaller non-coastal town","E30000201","Doncaster","Majority conurbation","Residential","Higher deprivation towns","No university","Low",78,74.6835443037975,52.5641025641026,69.2307692307692,32.0512820512821,"19.230769230769234","25.641025641025639","12.820512820512819","35.897435897435898","24.358974358974358","15.384615384615385","*","47.5","33.799999999999997","*",3,-3.772493901
